3,Two people laugh.	#nn
11,A piece of heavy machinery unloads something from a train car.	dn>uuuv>dnn
11,A man is sitting down and drawing on a public street.	dGvvn+v>dnn
11,People stand on boat dock waiting for their boat to arrive.	nn>nnvnnn>u
11,A blond dog runs down a path next to a rhododendron.	daaundnn>dn
11,A girl wearing a halter top eats cake at a table.	dGvdunun>dn
11,Some people in a park with a dog and folding chairs.	dn>dn>da+vn
11,The child in raingear is dragging a broom through a puddle.	dn>uvvdn>dn
11,A child is sitting on a couch with a ripped cushion.	dnvv>dn>dvu
11,An elderly woman wearing a pink floral dress carrying some magazines.	dAGvdaunvdn
11,A person is half submerged in water in their yellow kayak.	davav>n>nau
11,A woman has positioned her kayak nose down in the water.	dGuvpuun>dn
11,A Jewish family joins for dinner on a sunday to worship.	dnAuna>dn>u
11,An asian girl looking surprised in front of a brick window	dnGvv>n>dan
11,A police officer is talking to a tall man with dreadlocks.	dnnvv>daG>u
11,A little girl on the beach with a shovel in hand.	daG>dn>dn>u
11,A young child smiling while on a swing at a playground.	danv>>dv>dn
11,Two men in a group of people looking down at something.	#G>dn>nvn>v
11,A dog catches a colored ball while standing in the grass.	dandvn>v>dn
11,A small black dog playing with a ball in the grass.	daaav>dn>dn
11,A picture of some people and a baby in a store.	dn>dn+da>dn
11,A man in an orange shirt is standing by a sidewalk.	dG>danvv>dn
11,A picture of some people and a baby in a store.	dn>dn+da>dn
11,Two babies looking at each other, one with a toy.	#nv>da_#>dn
11,Two young girls making upside down cupcake shapes in the sand.	#aGvunnu>dn
11,A female is throwing a javelin while a cameraman records her.	dGvvdu>duup
11,A man jumps off of a dock and into the water.	dGnn>dn+>dn
11,A man is sitting down and drawing on a public street.	dGvvn+v>dnn
11,A woman in a yellow shirt and black pants is running.	dG>dan+auvv
11,A brown dog with a blue bandanna is jumping over grass.	daa>danvv>n
11,People congregate on a platform in a river among decorated boats.	nu>dn>dn>vn
11,People are gathered on a platform in water for a ceremony.	nvv>dn>nndn
11,Three people are picking up trash in front of a restaurant.	#nvv>u>n>dn
11,People taking a walk on a path in a shopping center.	nvdu>dn>dvu
11,Man and woman playing a video game in the living room.	G+Gvdan>dvn
11,An older man sits next to two armed guards on steps.	dnGnn>#va>n
11,A large black dog runs along a fence in the grass.	dnaaundn>dn
11,A man helps a child walk across stones surrounded by water.	dGudnu>uv>n
11,A very young female child is smiling at a camera outdoors.	dAaGnvv>dnn
11,Two elderly men standing in front of a projector pull-down screen.	#AGv>n>duun
11,Two men in a classroom in front of a white screen.	#G>dn>n>dan
11,Two young girls wearing swim goggles are sitting on a bed.	#aGvnuvv>dn
11,Two children are on a bed while playing with some toys.	#nv>dn>v>dn
11,A man in a red shirt looks at a fallen tree.	dG>danv>dan
11,A tennis player in a white outfit hits a tennis ball.	dnn>danvdnn
11,Two women on a city street are smiling at each other.	#G>dnnvv>da
11,An older man sits next to two armed guards on steps.	dnGnn>#va>n
11,People gathered in a room to talk about their favorite tunes.	nv>dn>uXnuu
11,Woman carrying a bucket of water down a tranquil dirt path.	Gvdn>nnduan
11,A girl stands on a gravel road as the sun sets.	dGn>dunddnu
11,A black man in a suit standing next to a wall.	daG>dnvn>dn
11,A group of people are sitting together at a picnic table.	dn>nvvn>dan
11,Woman jogging down a mountain trail with mountains in the background.	Gvndnn>n>dn
11,A woman in yellow shir and black shorts is running along.	dG>au+anvvn
11,Man kayaking losing his paddle and falling out of the boat.	Gvvpu+vn>dn
11,A man in a black and white dress is playing guitar.	dG>da+anvvn
11,A group of people are sitting together at a picnic table.	dn>nvvn>dan
11,A boy sits alone at the bottom of a stone stairway.	dGnn>dn>duu
11,Two men in tan coats exchange looks on the city sidewalk.	#G>anuv>dnn
11,A skateboarder is riding on a red ramp by the ocean.	davv>dan>dn
11,A first baseman makes a catch as a runner comes up.	duuududduu>
11,Four students are sitting on the floor by a model volcano.	#uvv>dn>dnu
11,A girl stands on a gravel road as the sun sets.	dGn>dunddnu
11,Two people in red traditional Chinese garb are performing with sticks	#n>auPuvv>u
11,2 men practicing some form of martial arts on the beach.	uGvdn>uu>dn
11,A woman wearing sunglasses walking with a cigarette in her hand.	dGvnv>dn>pu
11,A man reads a newspaper near a street busy with pedestrians.	dGudn>dna>u
11,A group of women walking by a man on the sidewalk.	dn>Gv>dG>dn
11,A young girl is hugging someone dressed in a Stitch outfit.	daGvvpv>dPn
11,A person with red-hair and blue eyeshadow sings into a microphone.	da>u+anu>dn
11,Construction workers are standing around the back of a dump truck.	nnvvndn>dua
11,A boy rides his skateboard across a pipe on a building.	dGupn>dn>dv
11,A child wearing a coat among some trees and funny designs.	dnvdn>du+an
11,The women is holding the boy while looking across the street.	dGvvdG>v>dn
11,A kid with a green bucket over his or her head.	dn>dan>pcpn
11,A man in an orange shirt is leaning against a wall.	dG>danvvndn
11,A blond woman and a toddler are posing for a picture.	daG+dnvvndn
11,A white dog is running with an orange fence behind him.	daavv>dannp
11,An Asian person is sitting in the street on a motorbike.	dnavv>dn>dn
11,A young boy skipping down a tennis court in absolute glee.	daGnndnn>uu
11,An African-American male is kneeling in front of a guard rail.	dPGvv>n>dan
11,Construction workers are standing around the back of a dump truck.	nnvvndn>dua
11,A dog catches a colored ball while standing in the grass.	dandvn>v>dn
11,A man in an orange shirt looking at an orange object.	dG>danv>dan
11,A dog and a black man are running through brown leaves	da+daGvv>an
11,A toddler is making a splash outside a blue paddling pool	dnvvdnndavn
11,Two kids are pushing past a crocodile in an inflatable pool	#nvvndn>dan
11,A woman is looking down and is wearing a wedding dress	dGvvn+vvdvn
11,A man is on a boat in front of the sunset	dGv>dn>n>dn
11,Some women are holding each other in a circle and dancing	dGvvda>dn+v
11,A black and white dog is playing with a new volleyball	da+aavv>dnn
11,The family is posing by a mantel and a Christmas tree	dAvv>du+dan
11,A surfer in a white wetsuit is riding a foamy wave	dn>danvvdan
11,A magician is cutting a girl into two pieces like butter	dnvvdG>#uun
11,The large brown dog is not running outside in the dirt	dnaavnvn>da
11,A leap over white snow is greatly appealing to the snowboarders	du>anvAv>dn
11,A young mother is playing with her boy in the park	danvv>pG>dn
11,A black animal is jumping from a dock into the water	danvv>dn>dn
11,A dog is pushing a toddler into a puddle of rain	davvdn>dn>n
11,The woman is not cracking two eggs into a glass bowl	dGvnv#n>dan
11,The man is not walking along a path through the wilderness	dGvnvndn>dn
11,The equipment in front of the blond dancing girl is sound	dn>n>davGvn
11,A boy is wearing an orange shirt and a striped tie	dGvvdan+dvu
11,Two dogs are running and carrying an object in their mouths	#nvv+vdn>nn
11,A man in gold and purple is holding a rainbow afghan	dG>n+avvdan
11,A girl is wearing a t-shirt and has her mouth open.	dGvvdn+upna
11,A man is riding a dirt bike down a dirt hill	dGvvdanndan
11,Two men with a dog are boring a crowd of people	#G>davvdn>n
11,Eggs are being strongly whisked in a bowl by a person	nvvAv>dn>da
11,A man is being pushed toward the buttons of a microwave	dGvvvndu>du
11,A boy and a girl are playing on the outdoor gym	dG+dGvv>dan
11,A woman is placing two eggs into a pot of water	dGvv#n>dn>n
11,A person on a yellow clean bike is taking a jump	da>daunvvdn
11,The man is putting away the guitar in the guitar case	dGvvndn>dnu
11,Two poodles are in the snow and one is jumping high	#uv>dn+#vvn
11,The white reindeer wearing dog ears is near a brown reindeer	danvanv>dan
11,A person with a green shirt is jumping onto the grass	da>danvvndn
11,There is no man on a bicycle riding on the beach	EvdG>dnv>dn
11,A boy in blue is running towards a woman in blue	dG>avvndG>a
11,A person on a bike is riding on one wheel only	da>dnvv>#uA
11,A man and a woman are walking together through the city	dG+dGvvn>dn
11,The food on the trays is being eaten by the kids	dn>dnvvn>dn
11,A small bee is landing on a bunch of yellow flowers	danvv>dn>an
11,A toddler is making a splash inside a blue paddling pool	dnvvdnndavn
11,A group of people are standing around a sound mixing table	dn>nvvndnvn
11,A woman is looking down and is wearing a wedding veil	dGvvn+vvdvu
11,The man is adding seasoning to the water in a bowl	dGvvv>dn>dn
11,A dog in a colored coat is running across the yard	da>dvnvv>dn
11,A black and white dog is playing with a broken volleyball	da+aavv>dan
11,Some ingredients are being mixed in a bowl by a person	dnvvv>dn>da
11,A little boy is jumping into a puddle on the street	daGvv>dn>dn
11,The lady is holding the paintbrush next to the artist's easel 	dnvvdun>duu
11,A family is posing by the mantel and the Christmas tree	dAvv>du+dan
11,A girl with red hair and red eyebrows is in midspeech	dG>an+auv>u
11,One man is wearing a black helmet and pushing a bicycle	#Gvvdan+vdn
11,A man and a woman are sitting comfortably on the bench	dG+dGvvA>dn
11,A man and a woman are walking down a city street	dG+dGvvndnn
11,A black dog is jumping off a dock into a pond	daavvndn>dn
11,The little dog is grabbing the bedroom slipper with its mouth	daavvdan>rn
11,A snowboarder is doing a flip over a mound of snow	davvdu>dn>n
11,Two women are wearing bikinis and are walking on the sand	#Gvvn+vv>dn
11,An Asian woman in a crowd is carrying a black bag	dnG>dnvvdan
11,A man and a woman are walking down a city street	dG+dGvvndnn
11,A black dog on a leash is walking in the water	daa>dnvv>dn
11,A girl in gold and purple is holding a rainbow afghan	dG>n+avvdan
11,The bunch of men are playing rugby on a muddy field	dn>Gvvn>dan
11,A large group of Asian people is eating at a restaurant	dnn>nnvv>dn
11,The little kid is playing football and falling into the grass	danvvn+v>dn
11,A child is holding a camera in front of his face	dnvvdn>n>pa
11,A young girl in a bikini is jumping on the beach	daG>dnvv>dn
11,A man is rock climbing, pausing and calculating the route	dGvav_v+vdn
11,People are walking across a rope bridge over a rocky stream	nvv>dnn>dan
11,A person is wearing a red jacket and holding a beer	davvdan+vdn
11,A dog with a golden coat is swimming through the water	da>dunvv>dn
11,A boy wearing red shorts is jumping into a paddling pool	dGvanvv>dvn
11,The boy is cutting the grass by the curb with scissors	dGvvdn>dn>u
11,A person is riding a dirt bike down a dirt hill	davvdanndan
11,One man is talking to a girl with an internet camera	#Gvv>dG>dan
11,A toddler is making a splash inside a blue paddling pool	dnvvdnndavn
11,The white dog wearing reindeer ears is near a brown dog	daavnnv>daa
11,A person on a yellow dirt bike is taking a jump	da>daanvvdn
11,A young boy is playing in the park with his mother	daGvv>dn>pn
11,A man on a bicycle is riding on one wheel only	dG>dnvv>#uA
11,A man and a woman are walking together through the woods	dG+dGvvn>da
12,An old man in a red hat is holding open a door.	dnG>danvvadn
12,A gymnast performing on the balance beam in front of an audience.	dnv>dan>n>dn
12,One man is shirtless while the other two men work on construction	#Gvu>da#Gv>n
12,A small group of people meeting together at a tree by water.	dan>nvn>dn>n
12,Three girls are chatting and waiting in front of the parking lot.	#Gvv+v>n>dvn
12,A man sells eggs and chickens from a mat on the street.	dGun+n>dn>dn
12,An elderly man is standing on the edge of a train platform.	dAGvv>dn>dnn
12,A group of men place a chicken foot statue in its setting.	dn>Gudnun>rv
12,Some men are trying to place a statue down on the ground	dGvv>udnn>dn
12,A group of six people are standing next to a white fence.	dn>#nvvn>dan
12,A volleyball player wearing shorts is hitting a volleyball in the sand.	dnnvnvvdn>dn
12,A man is walking by a pole with a no pets sign.	dGvv>dn>ddan
12,A girl is serving food and a man is staring at her.	dGvvn+dGvv>p
12,A woman is standing outside of a building talking on her cellphone.	dGvvn>dvv>pn
12,A half naked man pushes against the trunk of a fig tree.	davGundu>dan
12,Man riding on bicycle with white and green bike shirt and helmet.	Gv>n>a+ann+n
12,Adolescents are sitting on the floor with strings stretched across the room.	uvv>dn>nv>dn
12,A group of 8 teenager sitting along a wall holding a string.	dn>uuvndnvdv
12,A young girl writing on a piece of paper at a table.	daGv>dn>n>dn
12,A young girl is offering an older man a plate of biscuits.	daGvvdnGdu>a
12,A woman and two children pose for a picture under some rocks.	dG+#nundn>da
12,Children eating at a outdoor cafe & someone doesn't like the menu.	nv>dauupCudn
12,Many people in blue jeans stand in front of a white church.	an>ann>n>dan
12,A bald man wearing glasses and a black shirt holing an instrument.	dnGvu+danvdn
12,A man in an orange jacket and blue pants carrying many boxes.	dG>dan+auvau
12,A man in an orange sweater carrying a large amount of boxes.	dG>danvdnu>u
12,A family stands in a paved courtyard in an park in fall.	dAn>dvu>dn>n
12,The white puppies are playing on a couch with a baby bottle.	danvv>dn>dan
